Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
7,2034-10-31,11.8,66.1,1739.7,7.5,42.20625671
9,2034-11-01,17.2,77.5,876.8,5.1,69.30182619
8,2034-11-02,16.3,49.2,723.7,5.1,71.16730905
8,2034-11-03,24.3,65.5,867,5.6,93.32467217
9,2034-11-04,10.6,75.4,1276.9,6,51.52520398
8,2034-11-05,16.8,63.4,1429.7,5.6,87.01304357
1,2034-11-06,30.8,57.3,1150.8,7,72.99682735
3,2034-11-07,19.7,33.1,1143.8,7.8,66.46659545
3,2034-11-08,25.4,39.4,1558.2,7.4,20.06699624
1,2034-11-09,30.7,77.6,710.4,5.6,42.09717353
9,2034-11-10,24.7,83.7,1125.6,7.5,72.36802763
8,2034-11-11,19.8,74.7,1156,5.6,67.9352171
7,2034-11-12,14.1,80.4,1875.1,7.5,9.52189303
4,2034-11-13,12.3,82.8,719.2,6.9,49.69253328
4,2034-11-14,25.3,33.1,1802.6,6.2,27.16204152
4,2034-11-15,25.6,61.4,720.9,6,68.94139735
8,2034-11-16,33.2,71.9,1925.9,7.1,10.47071763
7,2034-11-17,34,43.5,1086.8,7.7,40.44012369
6,2034-11-18,22.2,32.5,1002.4,7.2,78.11506165
7,2034-11-19,16.2,43.9,912.7,6.7,80.43040345
2,2034-11-20,18.2,82.6,1372.1,6.9,84.12155993
4,2034-11-21,24.1,70.8,1683.3,7.2,50.12435371
1,2034-11-22,29.9,30.8,539.5,6.9,53.84284455
6,2034-11-23,33.9,50.5,975.7,5.4,59.85102747
6,2034-11-24,31.7,63.2,1819,7.4,40.60902389
3,2034-11-25,21.1,43.2,828.8,6,82.87752117
3,2034-11-26,21.9,74.1,1937.2,7.2,56.5738846
8,2034-11-27,19.8,51.4,920.4,5.8,90.18161797
7,2034-11-28,14.5,57.5,845.8,5.6,60.97620991
8,2034-11-29,29.9,60.5,1308.8,6.5,65.91703816
9,2034-11-30,34.1,77.8,681.2,7.5,43.84886044
1,2034-12-01,28.9,57.8,1712.9,5.9,43.54321437
5,2034-12-02,10.6,46.2,1979.3,6.6,31.66333159
7,2034-12-03,29.6,40,1089.8,5.1,36.35740311
3,2034-12-04,20.7,67.3,993.4,7.3,91.41315497
5,2034-12-05,25,33.2,1483.6,6.3,75.02794801
2,2034-12-06,13.3,43.2,1736.3,7.4,23.86604145
8,2034-12-07,19,54.4,1128.6,6.6,100
6,2034-12-08,20.8,45.8,1941.4,7.9,54.47685666
2,2034-12-09,26.2,82.2,1340.2,6.4,52.02288825
6,2034-12-10,17.1,64.8,1811.5,8,63.32006561
4,2034-12-11,24.5,35.3,577.4,7.7,76.95399592
5,2034-12-12,20.7,87.9,1417.7,6.6,81.37341357
5,2034-12-13,18.2,73.2,1461.8,7.3,69.63839053
5,2034-12-14,11.7,76.6,550.2,6.3,41.95868718
9,2034-12-15,22.9,39.3,815.1,7.2,70.61684434
10,2034-12-16,25.2,44.4,1673.7,6.5,29.78750236
3,2034-12-17,15,31.3,1258.9,6.4,78.40687818
4,2034-12-18,12.2,34.1,725.1,7.5,31.81261793
5,2034-12-19,18.1,52.9,1600.7,7.5,69.15834346
10,2034-12-20,19.7,88.5,834.3,6.7,80.72908553
10,2034-12-21,12,80.7,1396.3,5.6,35.79112869
5,2034-12-22,31.2,60.5,1453.5,7.1,59.5902201
5,2034-12-23,22.2,81.2,557.1,6.2,81.77925928
8,2034-12-24,24.3,51.9,749.6,7,100
4,2034-12-25,18.3,83.1,1857.9,5.6,49.69402478
8,2034-12-26,26.9,37.3,1585.4,5.6,16.80819066
8,2034-12-27,34.9,69.8,1847.5,5.5,42.04951521
9,2034-12-28,20,43.8,1364.1,7.8,73.27408798
6,2034-12-29,17.3,34.7,574.6,7.5,78.29595355
7,2034-12-30,20.6,56.8,1477.9,6.5,100
4,2034-12-31,16.7,87.6,679.4,6.8,81.04567305
3,2035-01-01,14.6,64.4,515.7,5.3,64.78986846
8,2035-01-02,27.9,76.1,1382.6,5.4,28.43821159
5,2035-01-03,12,57.7,1397.3,6.6,72.38639528
6,2035-01-04,21.2,81.1,1059,5.8,75.61880426
5,2035-01-05,34.4,70.6,1721.6,7.7,24.05489617
3,2035-01-06,26.4,51.4,1308.6,6.9,65.10021755
4,2035-01-07,20,79.5,1781.6,7,59.31313428
6,2035-01-08,32.7,65.4,1582.1,5.3,37.09165105
7,2035-01-09,11.9,41.6,671.1,7.8,48.1440514
8,2035-01-10,23.6,34.3,1501.1,5.7,54.27862216
7,2035-01-11,15.6,46.6,1204.7,7.4,63.55578099
3,2035-01-12,29.4,68.5,1829.8,7.6,35.2376977
10,2035-01-13,14.4,37.9,1932.6,7,34.14826103
5,2035-01-14,33.1,82.5,1539.8,5.5,17.0358514
2,2035-01-15,20.8,36.9,1976.4,6.7,54.90474178
1,2035-01-16,26.3,49.5,1678.8,5.3,16.63782561
10,2035-01-17,26.8,53.9,833.1,7.6,61.2664672
3,2035-01-18,23.6,58.1,1687.3,6.9,77.29465015
8,2035-01-19,25.8,79.9,631.3,6.5,45.39556258
7,2035-01-20,34.6,80.8,1567.8,7.1,28.4825961
7,2035-01-21,12,83.5,1324.7,5.7,44.73906176
3,2035-01-22,18,51.2,1164.3,5.7,93.36627205
1,2035-01-23,11,46.3,1171.5,6.7,45.39556936
7,2035-01-24,19.1,53.2,1816,6.7,83.42460408
1,2035-01-25,17.3,61.9,1955,6.8,79.33368676
1,2035-01-26,30.9,41,968.5,5.6,40.59348497
5,2035-01-27,31.3,47.5,1707.8,6.7,23.43429175
4,2035-01-28,14,80.8,1350.3,5.3,38.67519795
6,2035-01-29,24.9,86.8,789,7.9,76.55762162
2,2035-01-30,18.8,86.7,1158.3,5.3,72.6093798
2,2035-01-31,24.3,54.8,1556,5.2,71.00318508
5,2035-02-01,22.1,60.9,1609.2,5.6,71.78494999
5,2035-02-02,26,77.6,1666.4,6.1,23.01946551
3,2035-02-03,11.4,30.9,698.1,6.5,53.94952379
7,2035-02-04,29.5,86.2,1125.5,7.1,47.08016367
8,2035-02-05,24.7,44,1003.8,5.2,76.43960944
9,2035-02-06,13,86.3,863.2,6.1,52.9268083
7,2035-02-07,30,89.4,1189.4,5.4,40.42483165
8,2035-02-08,15.8,53.5,1715.2,6.5,77.85812246
6,2035-02-09,10.7,69.2,765.6,6.3,72.94941298
5,2035-02-10,32.8,89.6,1823.8,6,30.58324914
3,2035-02-11,16.2,50.8,1420.7,6.8,100
8,2035-02-12,19.2,47.9,1100,7,80.21241009
3,2035-02-13,31.9,66.2,1764.2,6.2,46.07549482
4,2035-02-14,17.5,85.6,1033,7,77.58938953
4,2035-02-15,32.7,85.4,1607,6.5,36.40472241
4,2035-02-16,16.2,45,1803.7,6.2,61.66534312
8,2035-02-17,20.7,45.3,1349.5,6.9,75.95272885
9,2035-02-18,30.2,46.6,670.7,7.9,39.06087137
1,2035-02-19,28.8,73.4,523,6.6,50.00525746
3,2035-02-20,31.5,87.2,825.3,6.7,52.62640459
6,2035-02-21,31.5,64.2,1305,7.8,62.84226607
10,2035-02-22,22.2,62.4,1324.5,5.6,88.87425955
5,2035-02-23,13,65.9,1126.2,7.5,60.46118174
5,2035-02-24,21.1,76.4,1702.4,5.3,49.16154745
9,2035-02-25,18,87.6,1351.1,7.7,73.09165403
7,2035-02-26,22.9,81.1,1595.5,5.4,53.99266798
9,2035-02-27,34.7,34.1,824.4,5.2,44.3225556
5,2035-02-28,12.9,66.9,568.2,7.7,64.16046628
7,2035-03-01,33.4,57.8,512.8,5,66.68631552
9,2035-03-02,30.8,73.5,1544.5,6.7,31.10511525
2,2035-03-03,12.7,34.3,887.3,6.8,57.88356432
8,2035-03-04,22.3,76.9,1788.1,7.3,45.00864298
8,2035-03-05,19.4,33.5,1121.2,6.6,80.00411196
6,2035-03-06,13.1,65.1,656.7,7.7,62.05639369
4,2035-03-07,31.8,79.3,582.8,5.9,40.360958
10,2035-03-08,32.8,77.6,691.3,5.8,39.66408652
9,2035-03-09,16.8,37.1,615.9,7.4,68.64932275
4,2035-03-10,11.2,72.9,1901.7,5.9,17.35575191
10,2035-03-11,29.5,37.3,995.3,6.3,47.09905399
2,2035-03-12,23.2,76.2,1285.4,5.2,62.12057815
6,2035-03-13,11.7,33.8,1480,6.4,47.02378932
8,2035-03-14,32.6,85.8,1660.1,6.1,24.94835574
1,2035-03-15,14.1,64.1,730,5.9,59.98577112
1,2035-03-16,33,35.6,725.6,6.3,56.18558054
5,2035-03-17,16.3,49.7,1088.6,7.5,64.21691421
4,2035-03-18,20.4,62.9,1013.1,5.6,88.00375165
6,2035-03-19,25.2,44.8,1083.7,5.9,49.18294953
3,2035-03-20,12.8,39.7,1926.2,6.6,29.89416614
4,2035-03-21,11.4,79.2,1642.9,5,20.20333289
8,2035-03-22,31.2,66.9,619,7.9,59.99637362
6,2035-03-23,13.9,47.3,1454.7,5.3,38.9238456
6,2035-03-24,15,51.1,1842.6,7.3,66.88435177
6,2035-03-25,24.5,68.2,1262.1,5.6,92.95316437
9,2035-03-26,16.4,32.1,1211.9,6.3,78.56550309
5,2035-03-27,17.1,80.6,1836.5,6.5,53.49092076
9,2035-03-28,19.2,45.1,585.4,7.5,70.03590349
6,2035-03-29,34,85.9,656.7,6.3,53.88729005
3,2035-03-30,17.4,35.5,1302.6,7.4,71.04025618
7,2035-03-31,12,75.9,1516,5.3,16.69893777
7,2035-04-01,20.5,61.4,877.9,7.8,92.95419433
5,2035-04-02,22.8,51.5,813.1,6.2,100
7,2035-04-03,12.3,37.6,1315.7,6.8,52.00348659
4,2035-04-04,17.2,48.9,744.3,6.1,84.58378418
9,2035-04-05,15.6,88.7,998.2,6.2,75.23740696
4,2035-04-06,10.1,82.6,864.1,5.9,46.80009036
9,2035-04-07,13.7,85.5,850.5,7.8,37.57436021
8,2035-04-08,24.5,45.8,1188.7,5.5,72.43218684
3,2035-04-09,25.3,77.8,1853.3,6.7,33.38940033
3,2035-04-10,10.7,83.5,1592.6,7.7,16.28294578
9,2035-04-11,17.7,86.5,1098.6,5.1,74.59074514
9,2035-04-12,11.5,68.4,1176.8,5.2,62.1639362
10,2035-04-13,15.2,58.6,953.8,6.3,100
4,2035-04-14,16.7,56.4,1738.6,5.5,69.28384792
9,2035-04-15,33.3,52,1300.6,6.3,69.14825448
6,2035-04-16,24,38.3,526.6,5.9,62.97085449
1,2035-04-17,25.7,49.7,1574.3,5.4,17.32835567
5,2035-04-18,25.6,72.6,1382.4,6.2,52.00918584
8,2035-04-19,23.8,79.7,958.3,7.1,65.07358667
6,2035-04-20,23,31.4,1800.8,6.9,57.8272322
8,2035-04-21,17.9,59.8,1950.6,6.6,82.37544013
5,2035-04-22,19.3,56.5,1836.3,7.1,70.03281407
1,2035-04-23,15.3,62.5,622.2,6.1,100
6,2035-04-24,25.6,80.6,1393.7,5.4,33.61489563
10,2035-04-25,16.2,41.8,1305.3,6.3,84.6176308
3,2035-04-26,17.8,82,1119,6.5,77.48609918
10,2035-04-27,30.5,63,1078.9,5.9,57.00695386
3,2035-04-28,15.5,31,1865.2,5.8,51.12822185
1,2035-04-29,27.7,81.3,1354.1,6.8,46.81769427
3,2035-04-30,23.8,41.4,521.2,5.6,72.02126362
4,2035-05-01,27.8,66,1373.9,6,73.42266101
5,2035-05-02,14.4,78.6,1869.4,5.6,22.39726012
6,2035-05-03,10.9,61.3,1055.6,5.8,60.34755488
2,2035-05-04,24.7,64.3,1793,7,75.83938618
7,2035-05-05,12.7,80.9,1378.2,6.7,48.62922104
5,2035-05-06,31.6,64.4,787,6.3,71.93887216
3,2035-05-07,21.7,87.8,771.6,7.9,78.33685346
4,2035-05-08,34.9,78.3,1616.6,7.5,25.9656135
9,2035-05-09,31.7,46.1,746.2,5.6,36.39746449
1,2035-05-10,34.3,71.8,1342.2,6.8,52.77702424
7,2035-05-11,11.9,82.1,917.3,7.1,45.1449166
9,2035-05-12,20.3,53,1907.1,8,64.47232468
8,2035-05-13,27.4,58.8,1600.3,7.9,35.81788303
9,2035-05-14,11.1,84.6,734.6,7.4,46.91312714
4,2035-05-15,18.8,66.5,1281.2,6.5,100
2,2035-05-16,31.2,41,974,5.8,44.0383191
7,2035-05-17,15.4,49.9,929.4,7.9,63.94030726
8,2035-05-18,22.7,88.4,627.6,6.3,83.20205594
1,2035-05-19,12,68.2,1754.2,6.1,48.1851556
1,2035-05-20,12.2,70.9,813.9,5.6,45.41426666
2,2035-05-21,14.7,36.1,898.1,6.9,56.02941835
1,2035-05-22,26.8,57.6,1495,5.9,61.58826579
9,2035-05-23,21.9,58.1,1031.5,6.2,100
4,2035-05-24,19.4,31.8,1352.5,7.3,68.32914919
9,2035-05-25,34.4,41.4,846,6.8,46.48305339
9,2035-05-26,32.6,84.6,1238,5.9,35.0467894
8,2035-05-27,16.8,50.6,1926.9,7.4,68.272508
10,2035-05-28,27.8,41.7,1207.3,7.8,41.71833659
3,2035-05-29,33.2,30.1,536.8,5.1,35.26049365
6,2035-05-30,13.4,82.1,623.8,7.5,35.86535329
6,2035-05-31,31.5,67.4,923.4,6.3,71.047729
10,2035-06-01,22,65.4,1843.8,7.2,70.40227581
5,2035-06-02,16.6,63.5,1657.2,7.7,68.36841636
4,2035-06-03,18.5,37.6,556.9,7.5,69.9160953
8,2035-06-04,11.8,57.4,1444.4,7.4,65.55430319
8,2035-06-05,26,82.8,1711.5,7.8,36.82669613
9,2035-06-06,24.1,81.2,1189.9,6.3,79.27121504
4,2035-06-07,15,56.7,1725.1,6.6,78.15125808
7,2035-06-08,23.4,38.3,1885.8,5.3,49.90623367
7,2035-06-09,21.5,42.8,610.7,5.5,66.83409027
4,2035-06-10,16.5,54.8,553.2,7.3,86.64733125
4,2035-06-11,14.8,86.7,1145.7,6.9,58.16847037
1,2035-06-12,28.3,84,1539.9,5.7,26.28407453
10,2035-06-13,19.3,60.5,816.8,5.9,94.78041691
5,2035-06-14,31.7,87.8,567.5,8,34.78234602
10,2035-06-15,31.6,46.8,1221.3,7.7,45.89067333
2,2035-06-16,10.1,77.7,886.9,7.3,38.90592685
8,2035-06-17,12,87.8,685.6,6.4,49.3626696
1,2035-06-18,15.9,44.7,1096.1,6.5,81.96207434
5,2035-06-19,32.8,79.5,1366.2,5.5,39.85708017
4,2035-06-20,14.6,82.4,1923.4,7.4,22.82984481
9,2035-06-21,13.8,67.3,560,5.3,54.86663604
10,2035-06-22,13.4,33.4,1343.6,6.5,55.40600135
4,2035-06-23,21.7,36.1,953.3,7.1,74.0191413
5,2035-06-24,12.8,44.8,1088.4,6,44.84406601
3,2035-06-25,32.9,46.3,1710.2,6.1,20.48278429
4,2035-06-26,11.8,69.9,755.5,7.4,51.58813096
10,2035-06-27,19.9,80.5,575.1,8,73.85549411
1,2035-06-28,18.3,64.5,997.9,7.3,85.35450139
2,2035-06-29,20,77,1138.2,5.1,70.39795214
1,2035-06-30,10.6,87.2,1368.3,7.3,33.75454325
5,2035-07-01,15.5,34.9,1939.4,5.2,43.07646392
6,2035-07-02,18.7,57.1,1034.2,5.7,85.74240305
6,2035-07-03,13.6,78.4,558.9,5.2,38.65908257
2,2035-07-04,25.6,60,1812.9,5.4,37.49663427
1,2035-07-05,19.6,80.8,1656.8,7.6,46.58447885
9,2035-07-06,11.7,56.6,1065.8,5.5,56.13070576
5,2035-07-07,19.9,70,1871.9,6.3,75.85656018
8,2035-07-08,10.5,84.7,1351.2,6.6,49.16423108
10,2035-07-09,34.8,54.3,1873.6,6.8,55.54144818
1,2035-07-10,10,55.8,792.5,6.7,66.38711322
2,2035-07-11,21.1,51.9,1568.1,7.6,71.76973806
10,2035-07-12,15,78.6,1392,5.7,70.57992345
3,2035-07-13,14,77.6,803.1,7.5,44.70868517
2,2035-07-14,32.8,32.2,666.5,7.1,40.35667173
10,2035-07-15,34.6,78,1121.5,6.9,48.12827867
2,2035-07-16,21.4,52.4,862.3,6.4,100
2,2035-07-17,18.4,66.4,1670.7,5.6,61.54751032
3,2035-07-18,23.6,65.4,898.4,5.4,90.13322733
5,2035-07-19,32.1,79.5,795.2,7.9,39.80076049
10,2035-07-20,21.2,64.3,902.9,7.2,92.97736074
1,2035-07-21,27.7,51.1,1134.1,7.4,64.20318032
1,2035-07-22,15.1,66.8,1655.7,7.9,66.12361248
5,2035-07-23,27.8,82.3,1619.7,7.1,21.57201989
3,2035-07-24,17,71.1,752.3,7,76.77740532
5,2035-07-25,17.9,76.4,1345.7,7.7,66.19838428
2,2035-07-26,34.1,72,1172.8,5.2,48.40021809
4,2035-07-27,13.7,58.5,639.6,7.4,53.40347633
9,2035-07-28,33.1,48.9,763.5,6.2,49.55535514
3,2035-07-29,19.4,43.6,610.2,7.3,69.51109522
4,2035-07-30,33.4,70.5,1663.3,7.4,20.90539632
4,2035-07-31,33,30.3,639.7,6.3,55.01234131
2,2035-08-01,15.3,64.7,1658.7,6.3,84.38775862
1,2035-08-02,21.8,82.4,892.8,5.7,66.95642344
7,2035-08-03,26.2,59.6,549.8,7.8,69.79784024
5,2035-08-04,30.3,74.2,522.4,6.7,50.77575874
2,2035-08-05,14,40.3,1879.3,6.6,19.19251394
5,2035-08-06,11.9,52.5,1633.8,6.7,53.35077108
6,2035-08-07,18.8,34.2,1980.1,7.6,50.13398926
4,2035-08-08,11,75.8,612.5,7,51.06318362
4,2035-08-09,31.1,30.6,598.4,5.9,36.92482231
2,2035-08-10,28.5,30.6,1603.7,6.5,30.61578391
5,2035-08-11,34.7,67.7,569.4,7.9,56.53464651
10,2035-08-12,25.5,32.7,1364.6,5.6,38.54662145
6,2035-08-13,15.2,87.6,556.5,7.5,67.8509879
5,2035-08-14,34.6,32.3,1794.5,6.9,27.83564285
8,2035-08-15,17.6,81.4,1158.7,5.4,63.96974267
5,2035-08-16,20.1,79.2,1497.8,5,64.1593371
6,2035-08-17,11.9,85.9,1497.1,5.2,29.825322
9,2035-08-18,24.6,88.8,1267.4,8,66.41600385
4,2035-08-19,10.7,61,921.9,5.4,63.33880701
7,2035-08-20,29.9,39.5,683.9,5.4,40.93183754
1,2035-08-21,34.8,85.1,1841.1,5.3,8.616765051
4,2035-08-22,34.9,87.7,1697.8,5.2,24.6577765
5,2035-08-23,20.9,36.3,1545.7,6.8,57.05977258
3,2035-08-24,12.3,62,1994.4,7.5,34.83253959
6,2035-08-25,32.3,48.5,1604.1,7.4,19.09369582
1,2035-08-26,31.9,57,1028.4,6.3,65.01401597
7,2035-08-27,28.2,85.7,1778.7,6.3,29.5512154
2,2035-08-28,27,45.6,1229.7,7.8,40.05675193
7,2035-08-29,32.4,76.7,1114.9,6.5,43.99186554
3,2035-08-30,31.3,47.3,608,5.4,38.9957033
1,2035-08-31,22.4,61.6,721.8,5.4,94.06099044
10,2035-09-01,12.1,51.7,1194.8,5.1,57.34817777
8,2035-09-02,28.1,37,1798.8,5.6,33.80448226
4,2035-09-03,27.9,71.5,1120.3,6,52.61062463
2,2035-09-04,15.8,81.9,1797.1,5.6,50.43325511
10,2035-09-05,29.2,44.1,526.1,7.8,36.4205246
2,2035-09-06,27.9,41.2,1867.3,5.4,11.85009868
3,2035-09-07,31.5,56.6,1493.5,7.4,63.37972271
3,2035-09-08,34.5,65.5,891.6,5.1,57.92542703
3,2035-09-09,33.8,50.1,1315.7,5.7,65.96643728
8,2035-09-10,12.9,61.8,1447.9,7.5,55.60918927
6,2035-09-11,27.5,51.4,1110.9,5.7,57.35289467
4,2035-09-12,26,75.8,809,5.9,43.57523153
5,2035-09-13,23.2,53.4,857.9,8,89.04311337
7,2035-09-14,26.3,44.4,515,6.8,49.75496533
7,2035-09-15,14.9,80.1,1570.1,6,29.98214333
9,2035-09-16,25.9,45.9,665.3,5.4,34.1188049
8,2035-09-17,20.7,80.3,1509.3,6.6,66.54420589
3,2035-09-18,23.9,88.2,1786.5,7.1,53.97334544
2,2035-09-19,20.5,80,1848.2,6.7,58.15772976
7,2035-09-20,29.3,82.3,1157.3,6.6,46.32249634
8,2035-09-21,19.3,48.5,1205.7,7,79.05033641
8,2035-09-22,12.8,59.4,948.9,5.7,59.05527452
5,2035-09-23,22,68.5,1638.1,6.9,82.89142875
8,2035-09-24,19.9,55,1765.8,7.5,74.12844699
2,2035-09-25,30.4,57.8,1940.4,7.1,45.11941704
9,2035-09-26,16.4,59.4,621.2,5.3,86.05119713
1,2035-09-27,20.6,53,808.7,7.7,90.91466234
3,2035-09-28,14.7,71.2,1819.2,5.2,24.26349611
4,2035-09-29,33.8,70.2,1292.8,7.2,39.71924027
5,2035-09-30,14.8,46,1474.6,7.3,42.83694535
5,2035-10-01,20.1,86.2,1065.8,5.2,65.40248973
2,2035-10-02,11.4,52,1582.9,6.8,50.21033652
2,2035-10-03,25.8,68.4,1096.7,5.8,62.20589377
10,2035-10-04,26.8,32.1,577.3,6.1,57.77193014
9,2035-10-05,15.4,85.2,1548.8,6.8,67.1408224
7,2035-10-06,22.8,84.6,950.9,5.8,73.96225373
9,2035-10-07,20.2,31.3,1316.2,5.5,68.07427604
6,2035-10-08,26.7,52.4,1258.7,5.8,62.45460974
6,2035-10-09,31.8,74.9,1609.8,7.3,11.80578915
6,2035-10-10,11,34.7,1824.3,5.9,10.91098083
2,2035-10-11,19.4,62.6,1602.3,7.4,67.78940987
10,2035-10-12,31.6,39.2,1919.6,7.5,27.02605745
3,2035-10-13,15.4,58.9,600,6,100
6,2035-10-14,14.1,34.4,1039.5,7.9,47.0649223
1,2035-10-15,15,63.5,648.8,7.4,90.08368132
9,2035-10-16,18.7,55.6,1867.2,5.8,72.18920011
5,2035-10-17,28.3,36.2,1592,7.3,23.25513071
3,2035-10-18,12.9,47.6,1843.1,6.7,41.81466626
5,2035-10-19,28.5,47.1,1286,5,41.6972405
5,2035-10-20,23.7,61.6,1278.8,6,100
1,2035-10-21,21.1,45.9,1269.3,5.2,69.38940442
10,2035-10-22,21.8,61.4,1502.6,7.8,67.33699817
8,2035-10-23,14.9,67.7,635,5.9,58.58703183
4,2035-10-24,20.1,81.7,1763.3,7,58.80821884
9,2035-10-25,28.3,32.9,925.9,5.6,47.06867441
3,2035-10-26,30.5,77.1,1803.8,7.7,20.6625974
6,2035-10-27,25.4,51.4,1923.6,5.3,44.04138611
10,2035-10-28,18.6,56.3,669.1,6.8,100
3,2035-10-29,20.9,33,1342.9,5.4,61.12136627
2,2035-10-30,30.7,63.3,1883.8,6.3,45.85282495
8,2035-10-31,10.5,37.5,853,5.7,32.11636247
5,2035-11-01,21.5,35.9,1346.4,7.6,68.45112656
1,2035-11-02,33,51.4,1541.6,5.2,40.85195157
3,2035-11-03,19.2,81.5,1801.9,7.6,53.86488393
1,2035-11-04,23.3,65,984.3,6.5,100
6,2035-11-05,29.9,59.7,975.3,5.2,58.43498885
8,2035-11-06,30.5,44.6,836.3,5.9,33.53853865
6,2035-11-07,21.4,42.1,1002,7.4,67.45949762
9,2035-11-08,33.8,71.6,1974.5,5.8,19.02984678
8,2035-11-09,10.7,82.9,1480.3,7.8,41.89730964
10,2035-11-10,31.7,42.1,1982.8,7.9,19.80939657
10,2035-11-11,12.1,33.2,1052.1,5.1,36.74176357
7,2035-11-12,23.6,79.9,1871.2,8,42.57776957
4,2035-11-13,19.6,84.3,1133,6.3,82.32799438
2,2035-11-14,19.1,80.9,1610.1,5.5,46.28197465
8,2035-11-15,29.9,43.4,1982.4,5.4,20.62682543
2,2035-11-16,28.8,89.6,1603.2,6.2,26.11718479
9,2035-11-17,14.4,48,1624.8,5.1,19.88232644
7,2035-11-18,32.5,45,1931.9,7.1,23.58119453
4,2035-11-19,25.5,79.2,1192.4,5.5,35.22605214
4,2035-11-20,25.6,63.6,992.2,7.4,55.19044242
7,2035-11-21,32.2,70.2,1419,6.7,48.19961006
9,2035-11-22,15.4,44.2,1388.9,7.5,64.89309257
6,2035-11-23,32,82.9,1320.6,6.5,51.9804866
3,2035-11-24,10.7,42.4,1627.4,7.6,7.705453914
5,2035-11-25,12.8,40.7,1334.1,6.4,47.23451356
4,2035-11-26,11.1,46.4,1665.7,5.2,16.93170277
4,2035-11-27,31.1,40.7,1965.1,7.8,25.07774257
6,2035-11-28,10.4,78.8,1233.3,6.3,44.71303321
5,2035-11-29,21.2,88.7,745.6,6,78.8895395
6,2035-11-30,20.2,87.8,665.9,5.8,73.73870663
6,2035-12-01,32.2,56.9,1941.9,6.7,51.07691112
3,2035-12-02,26,36.2,1404.4,7.5,47.97723477
4,2035-12-03,27.3,68,1403.8,6,73.74083814
10,2035-12-04,15.6,56.5,907.4,7.2,94.65346733
3,2035-12-05,29.8,62.6,803.1,5.6,57.00291581
7,2035-12-06,18.1,71.5,872.6,6.8,75.75702082
2,2035-12-07,15.6,38.8,1264.3,5.4,70.48058439
4,2035-12-08,21.7,73.7,1878.8,7.9,46.36471299
9,2035-12-09,28.6,37.7,1214.3,5.6,30.93391631
4,2035-12-10,10.4,44.5,759,7.1,41.53017911
8,2035-12-11,33.8,67.7,1660.2,7,46.49789972
6,2035-12-12,24.1,69.8,629.5,6.4,100
5,2035-12-13,19.3,64.3,1280.9,5.3,91.58774075
1,2035-12-14,34.6,65.4,904,6.7,66.2724087
10,2035-12-15,12,88.2,756,5,47.65702932
1,2035-12-16,34.2,86.9,1483.9,5.1,52.69198531
5,2035-12-17,32.1,31.6,1538.2,6.6,32.80801265
8,2035-12-18,15.9,89.1,1347.8,5.1,73.56537317
9,2035-12-19,12.5,46.2,773.6,5.8,37.7507816
9,2035-12-20,16.2,38.7,1275,7.3,70.02293717
6,2035-12-21,33.3,63,1958.1,6.9,56.06367905
3,2035-12-22,33.9,81.4,1194.5,7.4,39.07736841
3,2035-12-23,26,72.3,1217.1,7.3,40.31213299
7,2035-12-24,14,76.5,887.8,7.7,38.07277714
8,2035-12-25,17.1,39.1,1472.8,5.4,71.13905907
10,2035-12-26,14.9,76.6,925.1,8,43.43784021
1,2035-12-27,29.4,71.1,1550.2,6.5,37.92147019
3,2035-12-28,17.8,71,1376.8,7.5,68.87071522
3,2035-12-29,14,37.5,1607.1,6.8,18.69178012
8,2035-12-30,23.7,45.8,1593.1,8,55.01598132
8,2035-12-31,14.7,73.3,1311.7,5.2,34.35537672
7,2036-01-01,32.8,66.2,1029.3,5.9,62.93167831
2,2036-01-02,17,53.9,884.3,5.7,89.60000869
5,2036-01-03,30.4,54.9,719.3,5,61.06533164
7,2036-01-04,35,32.7,1779.1,5,10.92169328
7,2036-01-05,12,65,636.9,6.8,69.14806444
7,2036-01-06,25.1,44.7,1953.9,5.3,25.49895886
9,2036-01-07,14.3,61.1,1379.8,6.6,66.52739144
5,2036-01-08,16.2,72.4,884.9,5.1,71.62302996
10,2036-01-09,10.5,64.1,910.5,5.3,63.41317902
3,2036-01-10,34.1,79.6,1022.9,5.8,36.28979022
4,2036-01-11,14.3,39.7,1422.5,6.8,56.74206159
3,2036-01-12,18.2,64.8,1812.8,7.6,66.85261058
1,2036-01-13,13.1,73.9,1977,6.4,39.25901683
4,2036-01-14,33.5,78.9,671.1,7.9,43.56324351
1,2036-01-15,18.6,44.9,1785.3,7.5,51.11727803
10,2036-01-16,26.5,77.6,1354.5,7.2,48.28594792
3,2036-01-17,28.4,78.2,981.2,7.8,32.42338707
8,2036-01-18,23.9,82.9,1404.7,6,76.07236051
6,2036-01-19,20.6,42.1,1833.2,7.9,55.9066066
6,2036-01-20,12.1,78.8,1717,6.1,34.76069106
6,2036-01-21,11.4,30,1558.2,8,24.34316472
2,2036-01-22,22.2,78.5,807.2,7.1,65.97903245
9,2036-01-23,28.9,82.9,547.1,6.9,57.70909727
9,2036-01-24,10.9,88.3,1196,6.4,43.95195821
7,2036-01-25,29.7,55.1,1128.8,7.3,68.6404299
6,2036-01-26,31.2,31.3,1197.6,7.4,39.13069519
